numano,nummes,datemissao,txnomeparlamentar,sgpartido,sguf,txtdescricao,txtcnpjcpf,txtfornecedor,vlrdocumento,vlrglosa,vlrliquido
2019,4,2019-04-29 00:00:00+00:00,PEDRO CUNHA LIMA,PSDB,PB,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1649.94,0.00,1649.94
2019,4,2019-04-29 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,PASSAGENS AÉREAS,02012862000160,TAM LINHAS AEREAS S/A.,1003.56,0.00,1003.56
2019,4,2019-04-29 00:00:00+00:00,WELLINGTON ROBERTO,PL,PB,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,885.39,0.00,885.39
2019,4,2019-04-29 00:00:00+00:00,WELLINGTON ROBERTO,PL,PB,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,881.79,0.00,881.79
2019,4,2019-04-28 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,11661993000169,AUTO POSTO DE COMBUSTIVEIS MONSENHOR MAGNO,195.71,0.00,195.71
2019,4,2019-04-28 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08847410000265,COMERCIAL DE COMBUSTVEIS CAJA LTDA,230.01,0.00,230.01
2019,4,2019-04-28 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08848483000190,COMÉRCIO DE COMB. E LUB. VILHENA LTDA.,215.00,0.00,215.00
2019,4,2019-04-28 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08847410000184,COMERCIAL DE COMBUSTIVEIS CAJA LTDA,80.00,0.00,80.00
2019,4,2019-04-28 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,01420327000509,MOTOGAS IND.DE COMPRESSAO E COM.DE GAS NATURAL LTD,200.00,0.00,200.00
2019,4,2019-04-27 00:00:00+00:00,WELLINGTON ROBERTO,PL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,26484040000140,MS AUTO POSTO,250.00,0.00,250.00
2019,4,2019-04-27 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",23765317000114,HOTEL RENT AND PROPETIES LTDA-ME,90.00,0.00,90.00
2019,4,2019-04-27 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",23765317000114,HOTEL RENT AND PROPETIES LTDA-ME,199.50,0.00,199.50
2019,4,2019-04-27 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08848483000190,COMÉRCIO DE COMB. E LUB. VILHENA LTDA.,65.03,0.00,65.03
2019,4,2019-04-26 12:20:12+00:00,EDNA HENRIQUE,PSDB,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,4.65,0.00,4.65
2019,4,2019-04-26 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,02737867000311,MARIA DE FATIMA CARTAXO ANDRADE & CIA LTDA,110.00,0.00,110.00
2019,4,2019-04-26 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00306597007614,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,227.97,0.00,227.97
2019,4,2019-04-26 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,01857272000175,VASCO DA GAMA REVENDEDORA DE COMBUSTIVEIS LTDA,60.00,0.00,60.00
2019,4,2019-04-26 00:00:00+00:00,EFRAIM FILHO,DEM,PB,COMBUSTÍVEIS E LUBRIFICANTES.,04863475000162,BEZERRA E LUCENA LTDA,3301.84,0.00,3301.84
2019,4,2019-04-26 00:00:00+00:00,DAMIÃO FELICIANO,PDT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,35419936000136,POSTO DIESEL SAO JOSE LTDA,105.27,0.00,105.27
2019,4,2019-04-26 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,25.31,0.00,25.31
2019,4,2019-04-26 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,11.43,0.00,11.43
2019,4,2019-04-26 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,11.13,0.00,11.13
2019,4,2019-04-26 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,26470710000179,POSTO 99 COMERCIAL DE COMBUSTIVEIS LTDA,200.03,0.00,200.03
2019,4,2019-04-26 00:00:00+00:00,EFRAIM FILHO,DEM,PB,COMBUSTÍVEIS E LUBRIFICANTES.,10939971000155,EIXINHO L 212 NORTE COM DE COM E DERIV LTDA,100.00,0.00,100.00
2019,4,2019-04-26 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,02737867000311,MARIA DE FATIMA CARTAXO ANDRADE & CIA LTDA,89.98,0.00,89.98
2019,4,2019-04-26 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00097626000400,BRASAL COMBUSTIVEIS LTDA,100.00,0.00,100.00
2019,4,2019-04-26 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,09063710000135,J ALENCAR E CIA,270.01,0.00,270.01
2019,4,2019-04-26 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,09125965000185,DN COMERCIO DE COMBUSTIVEIS LTDA,265.00,0.00,265.00
2019,4,2019-04-26 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,10603988000137,Claudia Maria Carvalho,800.00,0.00,800.00
2019,4,2019-04-25 10:52:50+00:00,EFRAIM FILHO,DEM,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,50.88,0.00,50.88
2019,4,2019-04-25 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",12964976000163,CAVALCANTI ALDARIS MEIRELES &TARGINO ADV. ASSOC.,4100.00,0.00,4100.00
2019,4,2019-04-25 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,13972778000104,VIA CENTRO COMERCIO DE COMBUSTIVEIS LTDA,120.00,0.00,120.00
2019,4,2019-04-25 00:00:00+00:00,JULIAN LEMOS,PSL,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,07286731000194,SILT SELF SERVICE EIRELI ME,11.90,0.00,11.90
2019,4,2019-04-25 00:00:00+00:00,EDNA HENRIQUE,PSDB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,26442376000140,UNAI AUTO PECAS E MECANICA LTDA,170.00,15.00,155.00
2019,4,2019-04-25 00:00:00+00:00,EFRAIM FILHO,DEM,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,22478913000150,AY SERVIÇO DE AGENCIAMENTO E PORTAL DE NOTICIAS LTDA,1250.00,0.00,1250.00
2019,4,2019-04-25 00:00:00+00:00,DAMIÃO FELICIANO,PDT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,02728991000159,QUADRAMARES COMERCIO DE COMB. LTDA,177.25,0.00,177.25
2019,4,2019-04-25 00:00:00+00:00,WELLINGTON ROBERTO,PL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,05150009000100,AUTO POSTO DOM VITAL LTDA,124.57,0.00,124.57
2019,4,2019-04-25 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,11.63,0.00,11.63
2019,4,2019-04-25 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,11.30,0.00,11.30
2019,4,2019-04-25 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,06293662000183,AUTO POSTO INDEPENDENCIA LTDA,90.00,0.00,90.00
2019,4,2019-04-25 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00595058000125,POSTO 212 SUL LTDA,233.19,0.00,233.19
2019,4,2019-04-25 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,02737867000311,MARIA DE FATIMA CARTAXO ANDRADE & CIA LTDA,195.03,0.00,195.03
2019,4,2019-04-25 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,9.24,0.00,9.24
2019,4,2019-04-25 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,9.08,0.00,9.08
2019,4,2019-04-25 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,01256702000101,POSTO CAJUEIRO COM. E DERIV. DE PETRÓLEO LTDA.,215.05,0.00,215.05
2019,4,2019-04-25 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,TELEFONIA,40432544044004,CLARO S.A,721.54,0.00,721.54
2019,4,2019-04-25 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00306597001683,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,120.00,0.00,120.00
2019,4,2019-04-25 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,8.52,0.00,8.52
2019,4,2019-04-25 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00306597001411,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,110.00,0.00,110.00
2019,4,2019-04-25 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00306597001411,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,255.00,0.00,255.00
2019,4,2019-04-25 00:00:00+00:00,EDNA HENRIQUE,PSDB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,22478913000150,AY SERVIÇO DE AGENCIAMENTO E PORTAL DE NOTICIAS LTDA,2200.00,0.00,2200.00
2019,3,2019-04-25 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,24637342000185,W4VE - AGENCIA DE COMUNICAÇÃO,6550.00,0.00,6550.00
2019,4,2019-04-24 15:12:43+00:00,DAMIÃO FELICIANO,PDT,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,65.72,0.00,65.72
2019,4,2019-04-24 13:20:37+00:00,WELLINGTON ROBERTO,PL,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,19.70,0.00,19.70
2019,4,2019-04-24 00:00:00+00:00,DAMIÃO FELICIANO,PDT,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,02773723000159,MAIS PROPAGANDA LTDA.,19000.00,0.00,19000.00
2019,4,2019-04-24 00:00:00+00:00,EDNA HENRIQUE,PSDB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,28800786000140,GP COBERTURA JORNALISTICA LTDA ME,1500.00,0.00,1500.00
2019,4,2019-04-24 00:00:00+00:00,JULIAN LEMOS,PSL,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,07286731000194,SILT SELF SERVICE EIRELI ME,15.01,0.00,15.01
2019,4,2019-04-24 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,9.17,0.00,9.17
2019,4,2019-04-24 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,5.20,0.00,5.20
2019,4,2019-04-24 00:00:00+00:00,EFRAIM FILHO,DEM,PB,COMBUSTÍVEIS E LUBRIFICANTES.,31403111000172,POSTO DE COMBUSTIVEIS EPIA CANDANGOLANDIA LTDA,100.00,0.00,100.00
2019,4,2019-04-24 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,28800786000140,GP COBERTURA JORNALISTICA LTDA ME,1500.00,0.00,1500.00
2019,4,2019-04-24 00:00:00+00:00,RUY CARNEIRO,PSDB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,30647703000177,BLOG MAIS COMUNICAÇÃO,1000.00,0.00,1000.00
2019,4,2019-04-24 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",27963300000122,NOGUEIRA FORMIGA ADVOGADOS ASSOCIADOS,10000.00,0.00,10000.00
2019,4,2019-04-24 00:00:00+00:00,PEDRO CUNHA LIMA,PSDB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,06099708000470,A SOUZA FECHINE E CIA LTDA,177.99,0.00,177.99
2019,4,2019-04-24 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,8.93,0.00,8.93
2019,4,2019-04-24 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,8.55,0.00,8.55
2019,4,2019-04-24 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,13.93,0.00,13.93
2019,3,2019-04-24 00:00:00+00:00,EFRAIM FILHO,DEM,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,28800786000140,GP COBERTURA JORNALISTICA LTDA ME,1500.00,0.00,1500.00
2019,4,2019-04-23 17:12:29+00:00,EFRAIM FILHO,DEM,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,65.72,0.00,65.72
2019,4,2019-04-23 11:28:01+00:00,JULIAN LEMOS,PSL,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,1417.70,0.00,1417.70
2019,4,2019-04-23 11:19:39+00:00,JULIAN LEMOS,PSL,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,73.19,0.00,73.19
2019,5,2019-04-23 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,PASSAGENS AÉREAS,06164253000187,GOL LINHAS AEREAS INTELIGENTES S.A.,777.20,0.00,777.20
2019,4,2019-04-23 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00306597005085,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,158.03,0.00,158.03
2019,4,2019-04-23 00:00:00+00:00,RUY CARNEIRO,PSDB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,11278792000187,MAIS PB PORTAL DE NOTICIAS E COMUNICACAO LTDA,1500.00,0.00,1500.00
2019,4,2019-04-23 00:00:00+00:00,RUY CARNEIRO,PSDB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,30178949000147,EXTRA MARKETING POLITICO LTDA,1000.00,0.00,1000.00
2019,4,2019-04-23 00:00:00+00:00,RUY CARNEIRO,PSDB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,22478913000150,AY SERVIÇO DE AGENCIAMENTO E PORTAL DE NOTICIAS LTDA,1500.00,0.00,1500.00
2019,4,2019-04-23 00:00:00+00:00,PEDRO CUNHA LIMA,PSDB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,06099708000470,A SOUZA FECHINE E CIA LTDA,141.20,0.00,141.20
2019,4,2019-04-23 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,6.70,0.00,6.70
2019,4,2019-04-23 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,9.04,0.00,9.04
2019,4,2019-04-23 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,9.17,0.00,9.17
2019,4,2019-04-23 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,11.96,0.00,11.96
2019,4,2019-04-23 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,40432544006420,CLARO S.A.,208.13,0.00,208.13
2019,4,2019-04-23 00:00:00+00:00,EFRAIM FILHO,DEM,PB,COMBUSTÍVEIS E LUBRIFICANTES.,05000684000226,AUTO POSTO PETER PAN 01 LTDA,100.00,0.00,100.00
2019,4,2019-04-23 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00306597002655,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,180.59,0.00,180.59
2019,4,2019-04-23 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,PASSAGENS AÉREAS,09296295000160,AZUL LINHAS AÉREAS INTELIGENTES S.A,2144.39,0.00,2144.39
2019,4,2019-04-23 00:00:00+00:00,DAMIÃO FELICIANO,PDT,PB,TELEFONIA,40432544044004,CLARO S.A,124.65,0.00,124.65
2019,4,2019-04-23 00:00:00+00:00,DAMIÃO FELICIANO,PDT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,01875781000120,ELO COMERCIO E SERVICOS LTDA,238.86,0.00,238.86
2019,4,2019-04-23 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,32800481000106,RESTAURANTE SOL EIRELI,74.31,0.00,74.31
2019,4,2019-04-23 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,PASSAGENS AÉREAS,02012862000160,TAM LINHAS AEREAS S/A.,480.52,0.00,480.52
2019,4,2019-04-23 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,PASSAGENS AÉREAS,07575651000159,GOL LINHAS AEREAS S.A.,1641.02,0.00,1641.02
2019,4,2019-04-23 00:00:00+00:00,JULIAN LEMOS,PSL,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,00743310000104,LA MASSAS RISTORANTE PIZZERIA LTDA - EPP,45.98,0.00,45.98
2019,4,2019-04-23 00:00:00+00:00,JULIAN LEMOS,PSL,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172001644,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,65.78,0.00,65.78
2019,3,2019-04-23 00:00:00+00:00,HUGO MOTTA,PRB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,11386040000130,POLITICAPB SERVICOS DE INTERNET E COMUNICACOES EIRELI,2000.00,0.00,2000.00
2019,4,2019-04-22 10:58:23+00:00,EFRAIM FILHO,DEM,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,77.30,0.00,77.30
2019,4,2019-04-22 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08848483000190,COMÉRCIO DE COMB. E LUB. VILHENA LTDA.,190.00,0.00,190.00
2019,4,2019-04-22 00:00:00+00:00,EFRAIM FILHO,DEM,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00306597007614,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.00,0.00,100.00
2019,4,2019-04-22 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA.,27.46,0.00,27.46
2019,4,2019-04-22 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,75315333006140,ATACADAO S.A.,87.45,0.00,87.45
2019,4,2019-04-22 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,11306573000164,LAGULLA RESTAURANTE,108.64,0.00,108.64
2019,4,2019-04-22 00:00:00+00:00,WELLINGTON ROBERTO,PL,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",01808151003663,HORA PARK SISTEMA DE ESTACIONAMENTO ROTATIVO LTDA,349.00,0.00,349.00
2019,4,2019-04-22 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",17895646000187,UBER DO BRASIL TECNOLOGIA LTDA,17.87,0.00,17.87
2019,4,2019-04-22 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,15019152000294,BRASPETRO (QNM) COMERCIO DE COMBUSTIVEIS LTDA,154.07,0.00,154.07
2019,4,2019-04-22 00:00:00+00:00,GERVÁSIO MAIA,PSB,PB,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,17161157000100,Santa Terezinha Rent a Car,1750.00,0.00,1750.00
2019,4,2019-04-21 00:00:00+00:00,EDNA HENRIQUE,PSDB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,21943778000104,BARROS COMERCIO DE COMBUSTIVEL E CONVENIENCIA LTDA,120.08,0.00,120.08
2019,4,2019-04-21 00:00:00+00:00,RUY CARNEIRO,PSDB,PB,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,10541486000129,M3 LOCADORA DE VEICULOS LTDA.,4000.00,0.00,4000.00
2019,4,2019-04-21 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,11125081000172,BAR DO CUSCUZ E RESTAURANTE LTDA,167.10,0.00,167.10
2019,4,2019-04-20 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,04473193000159,POSTO DA TORRE EIRELI - EPP,70.00,0.00,70.00
2019,4,2019-04-20 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***50799***,MARIA DO CARMO MARIZ DE LIMA,4000.00,0.00,4000.00
2019,4,2019-04-20 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,22013298000107,COMERCIAL DE COMBUSTIVEIS EXPRESSO LTDA,160.00,0.00,160.00
2019,4,2019-04-20 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,12289102000158,TAG ALIMENTOS LTDA.,207.50,0.00,207.50
2019,4,2019-04-20 00:00:00+00:00,FREI ANASTACIO RIBEIRO,PT,PB,COMBUSTÍVEIS E LUBRIFICANTES.,08848483000190,COMÉRCIO DE COMB. E LUB. VILHENA LTDA.,240.00,0.00,240.00
2019,4,2019-04-19 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***50799***,MARIA DO CARMO MARIZ DE LIMA,4000.00,0.00,4000.00
2019,4,2019-04-19 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,08747449000120,MARIA CARLINDA FEITOSA DE VASCONCELOS ME,66.70,0.00,66.70
2019,4,2019-04-18 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1856.39,0.00,1856.39
2019,4,2019-04-18 00:00:00+00:00,DAMIÃO FELICIANO,PDT,PB,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,09123654000187,COMPANHIA DE AGUA E ESGOTOS DA PARAIBA CAGEPA,80.58,12.34,68.24
2019,4,2019-04-18 00:00:00+00:00,PEDRO CUNHA LIMA,PSDB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,45543915032547,CARREFOUR COM. E IND. LTDA,70.00,0.00,70.00
2019,4,2019-04-18 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,37063328001058,AUTO SHOPPING DERIVADO DE PETROLEO LTDA,224.44,0.00,224.44
2019,4,2019-04-18 00:00:00+00:00,AGUINALDO RIBEIRO,PP,PB,COMBUSTÍVEIS E LUBRIFICANTES.,01357769000205,CALLTECH COMBUSTIVEIS E SERVICOS LTDA,195.01,0.00,195.01
2019,4,2019-04-18 00:00:00+00:00,WILSON SANTIAGO,PTB,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00042044000184,POLAR DERIVADOS DE PETROLEO LTDA,220.00,0.00,220.00
2019,4,2019-04-17 00:00:00+00:00,WELLINGTON ROBERTO,PL,PB,Emissão Bilhete Aéreo,07575651000159,Cia Aérea - GOL,1697.89,0.00,1697.89
2019,4,2019-04-17 00:00:00+00:00,JULIAN LEMOS,PSL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,00289351000164,REVENDA DE COMB BEZERRA CAVALCANTI LTDA,203.14,0.00,203.14
2019,4,2019-04-17 00:00:00+00:00,RUY CARNEIRO,PSDB,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,29515835000166,CAISNOVO COMUNICACAO ESTRATEGIA E CONTEUDO LTDA,7000.00,0.00,7000.00
